Alr;Ar;Br;Brm;Brmx;Brmy;Brx;Bry;Fl;Flx;Fly;Hr;Hrx;Hry;J;Je;Jivr;Jr;R;Tl;Z;gamma;mur;pj;t;v;vx;vy;wm;
3.76632e-09;1.80168e-06;0.0017177;0;0;0;-1.08215e-05;0.00171767;0;0;0;1366.9;-8.61149;1366.87;0;0;0;0;0.00209045;0;0.00144724;0;1;0;0;0;0;0;1.17396;
3.88504e-09;1.82988e-06;0.00171772;0;0;0;-1.08215e-05;0.00171769;0;0;0;1366.92;-8.61149;1366.89;0;0;0;0;0.00212312;0;0.00146985;0;1;0;0;0;0;0;1.17399;
4.0056e-09;1.85808e-06;0.00171774;0;0;0;-1.08215e-05;0.00171771;0;0;0;1366.93;-8.61149;1366.91;0;0;0;0;0.00215578;0;0.00149246;0;1;0;0;0;0;0;1.17402;
4.128e-09;1.88627e-06;0.00171776;0;0;0;-1.08215e-05;0.00171773;0;0;0;1366.95;-8.61149;1366.92;0;0;0;0;0.00218844;0;0.00151508;0;1;0;0;0;0;0;1.17405;
4.25224e-09;1.91447e-06;0.00171778;0;0;0;-1.08215e-05;0.00171775;0;0;0;1366.97;-8.61149;1366.94;0;0;0;0;0.00222111;0;0.00153769;0;1;0;0;0;0;0;1.17408;
4.37833e-09;1.94267e-06;0.0017178;0;0;0;-1.08215e-05;0.00171777;0;0;0;1366.98;-8.61149;1366.95;0;0;0;0;0.00225377;0;0.0015603;0;1;0;0;0;0;0;1.1741;
4.50626e-09;1.97087e-06;0.00171782;0;0;0;-1.08215e-05;0.00171779;0;0;0;1367;-8.61149;1366.97;0;0;0;0;0.00228643;0;0.00158291;0;1;0;0;0;0;0;1.17413;
4.6375e-09;1.9997e-06;0.00171914;0;0;0;-6.04384e-05;0.00171808;0;0;0;1368.05;-48.0953;1367.2;0;0;0;0;0.0023191;0;0.00160553;0;1;0;0;0;0;0;1.17593;
4.77177e-09;2.02902e-06;0.00171963;0;0;0;-6.04384e-05;0.00171857;0;0;0;1368.44;-48.0953;1367.59;0;0;0;0;0.00235176;0;0.00162814;0;1;0;0;0;0;0;1.17661;
4.90795e-09;2.05834e-06;0.00172011;0;0;0;-6.04384e-05;0.00171905;0;0;0;1368.82;-48.0953;1367.97;0;0;0;0;0.00238442;0;0.00165075;0;1;0;0;0;0;0;1.17726;
5.04605e-09;2.08766e-06;0.00172058;0;0;0;-6.04384e-05;0.00171951;0;0;0;1369.19;-48.0953;1368.34;0;0;0;0;0.00241709;0;0.00167337;0;1;0;0;0;0;0;1.1779;
5.18607e-09;2.11698e-06;0.00172103;0;0;0;-6.04384e-05;0.00171997;0;0;0;1369.55;-48.0953;1368.7;0;0;0;0;0.00244975;0;0.00169598;0;1;0;0;0;0;0;1.17852;
5.328e-09;2.1463e-06;0.00172147;0;0;0;-6.04384e-05;0.00172041;0;0;0;1369.9;-48.0953;1369.05;0;0;0;0;0.00248241;0;0.00171859;0;1;0;0;0;0;0;1.17912;
5.47185e-09;2.17562e-06;0.0017219;0;0;0;-6.04384e-05;0.00172084;0;0;0;1370.24;-48.0953;1369.4;0;0;0;0;0.00251508;0;0.00174121;0;1;0;0;0;0;0;1.17971;
5.61761e-09;2.20494e-06;0.00172232;0;0;0;-6.04384e-05;0.00172125;0;0;0;1370.57;-48.0953;1369.73;0;0;0;0;0.00254774;0;0.00176382;0;1;0;0;0;0;0;1.18028;
5.76529e-09;2.23426e-06;0.00172272;0;0;0;-6.04384e-05;0.00172166;0;0;0;1370.9;-48.0953;1370.05;0;0;0;0;0.0025804;0;0.00178643;0;1;0;0;0;0;0;1.18084;
5.91489e-09;2.26358e-06;0.00172312;0;0;0;-6.04384e-05;0.00172206;0;0;0;1371.21;-48.0953;1370.37;0;0;0;0;0.00261307;0;0.00180905;0;1;0;0;0;0;0;1.18138;
6.06593e-09;2.29272e-06;0.00171572;0;0;0;-6.09584e-05;0.00171463;0;0;0;1365.32;-48.509;1364.46;0;0;0;0;0.00264573;0;0.00183166;0;1;0;0;0;0;0;1.17125;
6.2187e-09;2.3218e-06;0.00171601;0;0;0;-6.09584e-05;0.00171492;0;0;0;1365.55;-48.509;1364.69;0;0;0;0;0.00267839;0;0.00185427;0;1;0;0;0;0;0;1.17165;
6.37337e-09;2.35088e-06;0.00171629;0;0;0;-6.09584e-05;0.00171521;0;0;0;1365.78;-48.509;1364.91;0;0;0;0;0.00271106;0;0.00187688;0;1;0;0;0;0;0;1.17203;
6.52994e-09;2.37996e-06;0.00171656;0;0;0;-6.09584e-05;0.00171548;0;0;0;1365.99;-48.509;1365.13;0;0;0;0;0.00274372;0;0.0018995;0;1;0;0;0;0;0;1.17241;
6.68842e-09;2.40904e-06;0.00171683;0;0;0;-6.09584e-05;0.00171575;0;0;0;1366.21;-48.509;1365.35;0;0;0;0;0.00277638;0;0.00192211;0;1;0;0;0;0;0;1.17277;
6.84879e-09;2.43812e-06;0.00171709;0;0;0;-6.09584e-05;0.00171601;0;0;0;1366.42;-48.509;1365.56;0;0;0;0;0.00280905;0;0.00194472;0;1;0;0;0;0;0;1.17313;
7.01106e-09;2.4672e-06;0.00171735;0;0;0;-6.09584e-05;0.00171627;0;0;0;1366.62;-48.509;1365.76;0;0;0;0;0.00284171;0;0.00196734;0;1;0;0;0;0;0;1.17348;
7.17523e-09;2.49628e-06;0.0017176;0;0;0;-6.09584e-05;0.00171652;0;0;0;1366.82;-48.509;1365.96;0;0;0;0;0.00287437;0;0.00198995;0;1;0;0;0;0;0;1.17383;
7.3413e-09;2.52536e-06;0.00171785;0;0;0;-6.09584e-05;0.00171676;0;0;0;1367.01;-48.509;1366.15;0;0;0;0;0.00290704;0;0.00201256;0;1;0;0;0;0;0;1.17416;
7.50927e-09;2.55443e-06;0.00171808;0;0;0;-6.09584e-05;0.001717;0;0;0;1367.21;-48.509;1366.34;0;0;0;0;0.0029397;0;0.00203518;0;1;0;0;0;0;0;1.17449;
7.67914e-09;2.58351e-06;0.00171832;0;0;0;-6.09584e-05;0.00171724;0;0;0;1367.39;-48.509;1366.53;0;0;0;0;0.00297236;0;0.00205779;0;1;0;0;0;0;0;1.17481;
7.85091e-09;2.61259e-06;0.00171855;0;0;0;-6.09584e-05;0.00171747;0;0;0;1367.57;-48.509;1366.71;0;0;0;0;0.00300503;0;0.0020804;0;1;0;0;0;0;0;1.17512;
8.02457e-09;2.64167e-06;0.00171877;0;0;0;-6.09584e-05;0.00171769;0;0;0;1367.75;-48.509;1366.89;0;0;0;0;0.00303769;0;0.00210302;0;1;0;0;0;0;0;1.17543;
8.20014e-09;2.67075e-06;0.00171899;0;0;0;-6.09584e-05;0.00171791;0;0;0;1367.93;-48.509;1367.07;0;0;0;0;0.00307035;0;0.00212563;0;1;0;0;0;0;0;1.17573;
8.37761e-09;2.69983e-06;0.00171921;0;0;0;-6.09584e-05;0.00171813;0;0;0;1368.1;-48.509;1367.24;0;0;0;0;0.00310302;0;0.00214824;0;1;0;0;0;0;0;1.17602;
8.55698e-09;2.72891e-06;0.00171942;0;0;0;-6.09584e-05;0.00171834;0;0;0;1368.26;-48.509;1367.4;0;0;0;0;0.00313568;0;0.00217085;0;1;0;0;0;0;0;1.17631;
8.73824e-09;2.75799e-06;0.00171962;0;0;0;-6.09584e-05;0.00171854;0;0;0;1368.43;-48.509;1367.57;0;0;0;0;0.00316834;0;0.00219347;0;1;0;0;0;0;0;1.17659;
8.92141e-09;2.78707e-06;0.00171982;0;0;0;-6.09584e-05;0.00171874;0;0;0;1368.59;-48.509;1367.73;0;0;0;0;0.00320101;0;0.00221608;0;1;0;0;0;0;0;1.17687;
9.10648e-09;2.81614e-06;0.00172002;0;0;0;-6.09584e-05;0.00171894;0;0;0;1368.75;-48.509;1367.89;0;0;0;0;0.00323367;0;0.00223869;0;1;0;0;0;0;0;1.17714;
9.29344e-09;2.84522e-06;0.00172022;0;0;0;-6.09584e-05;0.00171913;0;0;0;1368.9;-48.509;1368.04;0;0;0;0;0.00326633;0;0.00226131;0;1;0;0;0;0;0;1.1774;
9.48231e-09;2.8743e-06;0.0017204;0;0;0;-6.09584e-05;0.00171932;0;0;0;1369.05;-48.509;1368.19;0;0;0;0;0.00329899;0;0.00228392;0;1;0;0;0;0;0;1.17766;
9.67307e-09;2.90338e-06;0.00172059;0;0;0;-6.09584e-05;0.00171951;0;0;0;1369.2;-48.509;1368.34;0;0;0;0;0.00333166;0;0.00230653;0;1;0;0;0;0;0;1.17792;
9.86574e-09;2.93246e-06;0.00172077;0;0;0;-6.09584e-05;0.00171969;0;0;0;1369.34;-48.509;1368.49;0;0;0;0;0.00336432;0;0.00232915;0;1;0;0;0;0;0;1.17817;
1.00603e-08;2.96154e-06;0.00172095;0;0;0;-6.09584e-05;0.00171987;0;0;0;1369.49;-48.509;1368.63;0;0;0;0;0.00339698;0;0.00235176;0;1;0;0;0;0;0;1.17841;
1.02568e-08;2.99062e-06;0.00172113;0;0;0;-6.09584e-05;0.00172005;0;0;0;1369.63;-48.509;1368.77;0;0;0;0;0.00342965;0;0.00237437;0;1;0;0;0;0;0;1.17865;
1.04551e-08;3.0197e-06;0.0017213;0;0;0;-6.09584e-05;0.00172022;0;0;0;1369.76;-48.509;1368.9;0;0;0;0;0.00346231;0;0.00239698;0;1;0;0;0;0;0;1.17889;
1.06554e-08;3.04878e-06;0.00172147;0;0;0;-6.09584e-05;0.00172039;0;0;0;1369.9;-48.509;1369.04;0;0;0;0;0.00349497;0;0.0024196;0;1;0;0;0;0;0;1.17912;
1.08576e-08;3.07785e-06;0.00172164;0;0;0;-6.09584e-05;0.00172056;0;0;0;1370.03;-48.509;1369.17;0;0;0;0;0.00352764;0;0.00244221;0;1;0;0;0;0;0;1.17935;
1.10616e-08;3.10693e-06;0.0017218;0;0;0;-6.09584e-05;0.00172072;0;0;0;1370.16;-48.509;1369.3;0;0;0;0;0.0035603;0;0.00246482;0;1;0;0;0;0;0;1.17957;
1.12676e-08;3.13601e-06;0.00172196;0;0;0;-6.09584e-05;0.00172088;0;0;0;1370.29;-48.509;1369.43;0;0;0;0;0.00359296;0;0.00248744;0;1;0;0;0;0;0;1.17979;
1.14754e-08;3.16509e-06;0.00172212;0;0;0;-6.09584e-05;0.00172104;0;0;0;1370.41;-48.509;1369.55;0;0;0;0;0.00362563;0;0.00251005;0;1;0;0;0;0;0;1.18;
1.16868e-08;3.19461e-06;0.00176046;0;0;0;-0.000111787;0.00175691;0;0;0;1400.93;-88.9573;1398.1;0;0;0;0;0.00365829;0;0.00253266;0;1;0;0;0;0;0;1.23314;
1.1907e-08;3.226e-06;0.00176124;0;0;0;-0.000111787;0.00175768;0;0;0;1401.54;-88.9573;1398.72;0;0;0;0;0.00369095;0;0.00255528;0;1;0;0;0;0;0;1.23422;
1.21293e-08;3.25739e-06;0.001762;0;0;0;-0.000111787;0.00175845;0;0;0;1402.15;-88.9573;1399.32;0;0;0;0;0.00372362;0;0.00257789;0;1;0;0;0;0;0;1.23529;
1.23536e-08;3.28878e-06;0.00176275;0;0;0;-0.000111787;0.0017592;0;0;0;1402.75;-88.9573;1399.92;0;0;0;0;0.00375628;0;0.0026005;0;1;0;0;0;0;0;1.23634;
1.25799e-08;3.32017e-06;0.00176348;0;0;0;-0.000111787;0.00175993;0;0;0;1403.33;-88.9573;1400.51;0;0;0;0;0.00378894;0;0.00262312;0;1;0;0;0;0;0;1.23737;
1.28084e-08;3.35156e-06;0.0017642;0;0;0;-0.000111787;0.00176066;0;0;0;1403.91;-88.9573;1401.08;0;0;0;0;0.00382161;0;0.00264573;0;1;0;0;0;0;0;1.23839;
1.30388e-08;3.38295e-06;0.00176492;0;0;0;-0.000111787;0.00176137;0;0;0;1404.47;-88.9573;1401.65;0;0;0;0;0.00385427;0;0.00266834;0;1;0;0;0;0;0;1.23939;
1.32713e-08;3.41434e-06;0.00176561;0;0;0;-0.000111787;0.00176207;0;0;0;1405.03;-88.9573;1402.21;0;0;0;0;0.00388693;0;0.00269095;0;1;0;0;0;0;0;1.24037;
1.35031e-08;3.44502e-06;0.00170677;0;0;0;-0.000129599;0.00170184;0;0;0;1358.2;-103.131;1354.28;0;0;0;0;0.0039196;0;0.00271357;0;1;0;0;0;0;0;1.15906;
1.37334e-08;3.47483e-06;0.00170704;0;0;0;-0.000129599;0.00170212;0;0;0;1358.42;-103.131;1354.5;0;0;0;0;0.00395226;0;0.00273618;0;1;0;0;0;0;0;1.15944;
1.39657e-08;3.50464e-06;0.00170732;0;0;0;-0.000129599;0.00170239;0;0;0;1358.64;-103.131;1354.72;0;0;0;0;0.00398492;0;0.00275879;0;1;0;0;0;0;0;1.15981;
1.42e-08;3.53445e-06;0.00170759;0;0;0;-0.000129599;0.00170266;0;0;0;1358.85;-103.131;1354.93;0;0;0;0;0.00401759;0;0.00278141;0;1;0;0;0;0;0;1.16018;
1.44362e-08;3.56426e-06;0.00170785;0;0;0;-0.000129599;0.00170293;0;0;0;1359.06;-103.131;1355.14;0;0;0;0;0.00405025;0;0.00280402;0;1;0;0;0;0;0;1.16054;
1.46743e-08;3.59407e-06;0.00170811;0;0;0;-0.000129599;0.00170319;0;0;0;1359.27;-103.131;1355.35;0;0;0;0;0.00408291;0;0.00282663;0;1;0;0;0;0;0;1.16089;
1.49144e-08;3.62388e-06;0.00170837;0;0;0;-0.000129599;0.00170344;0;0;0;1359.47;-103.131;1355.55;0;0;0;0;0.00411558;0;0.00284925;0;1;0;0;0;0;0;1.16124;
1.51564e-08;3.65369e-06;0.00170862;0;0;0;-0.000129599;0.0017037;0;0;0;1359.67;-103.131;1355.76;0;0;0;0;0.00414824;0;0.00287186;0;1;0;0;0;0;0;1.16158;
1.54004e-08;3.6835e-06;0.00170887;0;0;0;-0.000129599;0.00170395;0;0;0;1359.87;-103.131;1355.95;0;0;0;0;0.0041809;0;0.00289447;0;1;0;0;0;0;0;1.16192;
